Target	# of miRNAs leading to upregulation	# of miRNAs leading to downregulation	Total Impact
A1CF	1	-2	-1
AADACL3	1	-1	0
AADACL4	1	0	1
AAGAB	1	-1	0
AAK1	3	-7	-4
AARD	1	-1	0
AARS	0	-1	-1
AARS2	1	-1	0
AASS	0	-1	-1
AATK	0	-1	-1
ABAT	0	-1	-1
ABCA1	2	-4	-2
ABCA10	1	0	1
ABCA12	1	-3	-2
ABCA13	1	-1	0
ABCA2	0	-1	-1
ABCA3	0	-1	-1
ABCA5	1	0	1
ABCB1	0	-1	-1
ABCB5	1	0	1
ABCB6	0	-1	-1
ABCB7	0	-2	-2
ABCB8	2	0	2
ABCB9	0	-2	-2
ABCC1	1	0	1
ABCC10	0	-1	-1
ABCC12	1	-1	0
ABCC4	0	-1	-1
ABCC5	1	-1	0
ABCC9	0	-1	-1
ABCD2	0	-4	-4
ABCD3	0	-1	-1
ABCE1	1	-1	0
ABCF3	0	-1	-1
ABCG1	1	-3	-2
ABCG2	1	-1	0
ABCG4	2	-6	-4
ABCG8	1	0	1
ABHD10	1	0	1
ABHD12B	1	0	1
ABHD13	1	-4	-3
ABHD14A	0	-1	-1
ABHD14B	1	0	1
ABHD15	1	0	1
ABHD17A	1	0	1
ABHD17B	0	-1	-1
ABHD17C	0	-1	-1
ABHD2	2	-4	-2
ABHD3	1	-1	0
ABHD4	0	-2	-2
ABHD5	1	-3	-2
ABHD6	0	-1	-1
ABI1	0	-1	-1
ABI2	2	-3	-1
ABL1	0	-1	-1
ABL2	0	-8	-8
ABLIM1	0	-1	-1
ABLIM3	0	-4	-4
ABR	0	-1	-1
ABRA	0	-1	-1
ABRACL	1	0	1
ABTB1	0	-2	-2
AC000003.2	0	-1	-1
AC002451.1	0	-1	-1
AC002472.13	1	0	1
AC004466.1	0	-1	-1
AC004899.1	1	0	1
AC005003.1	0	-1	-1
AC005609.1	1	0	1
AC006486.1	1	0	1
AC007040.11	1	0	1
AC007375.1	1	-2	-1
AC007390.5	1	-1	0
AC007405.2	0	-1	-1
AC007461.1	1	0	1
AC010327.2	1	0	1
AC010336.1	3	-1	2
AC010441.1	1	-1	0
AC011484.1	1	0	1
AC011897.1	1	-1	0
AC012123.1	0	-1	-1
AC012215.1	2	-4	-2
AC016559.1	1	0	1
AC020907.1	0	-1	-1
AC023590.1	0	-1	-1
AC026703.1	0	-2	-2
AC068987.1	0	-5	-5
AC073610.5	0	-1	-1
AC090186.1	1	0	1
AC093157.1	0	-1	-1
AC093802.1	1	0	1
AC105020.1	1	-1	0
AC106017.1	1	-2	-1
AC107021.1	0	-1	-1
AC117395.1	0	-1	-1
AC129492.6	1	0	1
AC132186.1	1	-1	0
AC137932.1	1	0	1
AC138655.1	1	-1	0
AC140061.12	0	-1	-1
ACACA	1	-1	0
ACACB	0	-2	-2
ACAD10	1	0	1
ACAD9	0	-1	-1
ACADM	0	-1	-1
ACADSB	0	-1	-1
ACAN	1	0	1
ACAP2	1	-2	-1
ACBD5	0	-3	-3
ACE2	0	-1	-1
ACER2	1	-4	-3
ACHE	1	0	1
ACIN1	1	-2	-1
ACKR3	2	0	2
ACKR4	1	0	1
ACN9	1	-1	0
ACO1	0	-4	-4
ACOT11	0	-2	-2
ACOT13	1	0	1
ACP1	1	0	1
ACP2	0	-1	-1
ACP6	1	-1	0
ACPL2	0	-1	-1
ACPP	0	-1	-1
ACPT	0	-1	-1
ACSBG1	1	-2	-1
ACSL1	0	-4	-4
ACSL3	1	-1	0
ACSL4	0	-4	-4
ACSL5	1	0	1
ACSL6	1	-5	-4
ACSM2A	1	0	1
ACSM5	1	0	1
ACSS1	0	-1	-1
ACSS3	1	0	1
ACTA2	0	-1	-1
ACTC1	2	-2	0
ACTG1	0	-2	-2
ACTN1	0	-1	-1
ACTN2	0	-2	-2
ACTN4	3	-2	1
ACTR1A	2	-4	-2
ACTR3	1	-2	-1
ACVR1	1	-2	-1
ACVR1B	0	-4	-4
ACVR1C	1	-5	-4
ACVR2A	1	-9	-8
ACVR2B	3	-11	-8
ADAD1	0	-1	-1
ADAM10	0	-3	-3
ADAM11	0	-2	-2
ADAM12	3	-3	0
ADAM15	0	-1	-1
ADAM17	0	-2	-2
ADAM19	1	-2	-1
ADAM22	1	-3	-2
ADAM23	1	-3	-2
ADAM32	0	-1	-1
ADAM7	0	-1	-1
ADAM9	0	-2	-2
ADAMDEC1	1	0	1
ADAMTS1	2	-1	1
ADAMTS10	0	-2	-2
ADAMTS13	1	-1	0
ADAMTS14	0	-2	-2
ADAMTS15	1	-2	-1
ADAMTS16	1	-1	0
ADAMTS17	1	-2	-1
ADAMTS18	0	-4	-4
ADAMTS19	0	-1	-1
ADAMTS2	0	-2	-2
ADAMTS20	0	-3	-3
ADAMTS3	0	-3	-3
ADAMTS4	1	0	1
ADAMTS5	4	-6	-2
ADAMTS7	0	-1	-1
ADAMTS8	0	-1	-1
ADAMTS9	0	-1	-1
ADAMTSL1	1	-2	-1
ADAMTSL3	0	-3	-3
ADAMTSL4	1	0	1
ADAP1	1	-1	0
ADAP2	1	-1	0
ADARB1	0	-2	-2
ADARB2	2	-3	-1
ADAT2	1	-3	-2
ADCY2	0	-4	-4
ADCY3	0	-3	-3
ADCY5	2	-1	1
ADCY6	1	-3	-2
ADCY7	0	-1	-1
ADCY9	1	-3	-2
ADCYAP1	1	-6	-5
ADCYAP1R1	1	-6	-5
ADD1	0	-1	-1
ADD2	2	-4	-2
ADGB	1	0	1
ADH5	1	0	1
ADI1	1	0	1
ADIPOR1	0	-1	-1
ADIPOR2	0	-5	-5
ADIRF	0	-1	-1
ADM	0	-2	-2
ADNP	1	-2	-1
ADO	1	-4	-3
ADORA1	1	-1	0
ADORA2A	0	-1	-1
ADORA2B	0	-1	-1
ADRA1B	0	-1	-1
ADRA1D	1	0	1
ADRA2A	1	0	1
ADRA2B	1	-1	0
ADRB1	1	-3	-2
ADRB2	1	-2	-1
ADRB3	0	-1	-1
ADRBK2	0	-3	-3
ADSL	0	-1	-1
AEBP2	1	-3	-2
AES	1	0	1
AF131215.5	1	0	1
AF196779.12	1	0	1
AFAP1	1	-1	0
AFAP1L1	0	-1	-1
AFF1	0	-2	-2
AFF2	0	-4	-4
AFF3	1	-4	-3
AFF4	1	-10	-9
AFG3L2	1	-1	0
AFTPH	2	-1	1
AGAP1	2	-3	-1
AGAP2	3	0	3
AGAP2-AS1	0	-1	-1
AGAP3	1	0	1
AGBL2	0	-1	-1
AGBL4	0	-1	-1
AGER	0	-1	-1
AGFG1	0	-6	-6
AGFG2	1	-5	-4
AGGF1	0	-2	-2
AGMAT	1	0	1
AGMO	0	-1	-1
AGO1	1	-15	-14
AGO2	1	-4	-3
AGO3	2	-12	-10
AGO4	0	-7	-7
AGPAT1	1	-1	0
AGPAT2	1	0	1
AGPAT3	1	-6	-5
AGPAT4	1	-2	-1
AGPAT5	0	-1	-1
AGPAT6	0	-2	-2
AGPS	0	-5	-5
AGRN	1	-1	0
AGTPBP1	1	-1	0
AGTR1	0	-1	-1
AGTR2	0	-1	-1
AGXT	0	-1	-1
AHCTF1	1	-4	-3
AHCY	1	0	1
AHCYL1	1	-2	-1
AHCYL2	0	-4	-4
AHDC1	0	-1	-1
AHI1	0	-1	-1
AHNAK	0	-3	-3
AHNAK2	0	-1	-1
AHR	2	-3	-1
AHSA2	1	-9	-8
AIDA	1	-2	-1
AIF1L	2	-1	1
AIFM1	0	-4	-4
AIFM2	0	-1	-1
AIM1	0	-1	-1
AJAP1	2	-5	-3
AJUBA	0	-3	-3
AK1	0	-1	-1
AK2	2	-2	0
AK3	1	-1	0
AK4	0	-5	-5
AKAP1	1	-3	-2
AKAP10	1	-1	0
AKAP11	0	-3	-3
AKAP12	1	-2	-1
AKAP13	1	-6	-5
AKAP2	0	-2	-2
AKAP5	1	-3	-2
AKAP6	2	-2	0
AKAP7	1	-1	0
AKAP8	0	-1	-1
AKAP9	1	0	1
AKIRIN1	0	-7	-7
AKIRIN2	1	-2	-1
AKNA	1	0	1
AKR1A1	1	0	1
AKR1B1	1	0	1
AKR1C2	0	-1	-1
AKR1C3	0	-1	-1
AKR1C4	0	-1	-1
AKR1D1	0	-1	-1
AKT2	1	-1	0
AKT3	1	-5	-4
AKTIP	0	-1	-1
AL009178.1	1	0	1
AL020996.1	1	0	1
AL021546.6	0	-2	-2
AL031666.2	1	0	1
AL033381.1	0	-1	-1
AL117190.3	1	-1	0
AL161915.1	0	-1	-1
AL163636.6	0	-1	-1
AL354993.1	0	-1	-1
AL391421.1	0	-1	-1
AL450307.1	0	-1	-1
AL589765.1	1	0	1
AL590483.1	2	-1	1
AL591684.1	1	0	1
AL603965.1	1	0	1
AL626787.1	1	-2	-1
ALAD	1	0	1
ALAS1	1	0	1
ALCAM	2	-1	1
ALDH18A1	1	0	1
ALDH1A2	1	-1	0
ALDH1A3	1	0	1
ALDH1B1	1	0	1
ALDH1L1	0	-1	-1
ALDH1L2	1	-1	0
ALDH4A1	0	-1	-1
ALDH5A1	2	-2	0
ALDH6A1	0	-2	-2
ALDH9A1	0	-1	-1
ALDOA	0	-1	-1
ALDOB	0	-2	-2
ALG1	0	-1	-1
ALG10	1	0	1
ALG10B	2	-1	1
ALG14	0	-1	-1
ALG2	0	-2	-2
ALG3	1	-1	0
ALG6	2	-1	1
ALG8	0	-1	-1
ALG9	0	-2	-2
ALK	0	-1	-1
ALKBH5	0	-2	-2
ALKBH6	0	-1	-1
ALKBH8	1	0	1
ALOX12	0	-1	-1
ALOX15	1	0	1
ALPK3	1	-2	-1
ALS2	2	-3	-1
ALX3	1	0	1
ALX4	1	-4	-3
AMACR	1	0	1
AMBRA1	1	-1	0
AMD1	1	-5	-4
AMER1	1	-3	-2
AMER2	1	-4	-3
AMER3	0	-1	-1
AMFR	1	0	1
AMIGO1	2	-3	-1
AMIGO2	1	-1	0
AMIGO3	1	-2	-1
AMMECR1	2	-8	-6
AMMECR1L	0	-5	-5
AMN1	0	-1	-1
AMOT	1	-2	-1
AMOTL1	0	-1	-1
AMOTL2	0	-1	-1
AMPD3	0	-1	-1
AMT	0	-2	-2
ANAPC1	1	-1	0
ANAPC16	0	-1	-1
ANG	0	-1	-1
ANGEL1	0	-2	-2
ANGEL2	1	-1	0
ANGPT1	1	0	1
ANGPT2	0	-1	-1
ANGPTL2	1	-3	-2
ANGPTL3	1	0	1
ANGPTL7	0	-1	-1
ANK1	0	-3	-3
ANK2	2	-2	0
ANK3	2	-3	-1
ANKDD1B	0	-1	-1
ANKEF1	1	-1	0
ANKFN1	0	-1	-1
ANKFY1	2	-6	-4
ANKH	1	-1	0
ANKHD1	0	-1	-1
ANKIB1	1	-6	-5
ANKLE1	1	0	1
ANKMY1	1	0	1
ANKMY2	1	0	1
ANKRD1	1	0	1
ANKRD10	0	-3	-3
ANKRD12	1	-6	-5
ANKRD13A	1	-1	0
ANKRD13B	0	-4	-4
ANKRD13C	2	-5	-3
ANKRD17	0	-3	-3
ANKRD22	0	-2	-2
ANKRD23	0	-1	-1
ANKRD27	1	-3	-2
ANKRD28	1	-5	-4
ANKRD29	1	-2	-1
ANKRD32	2	-2	0
ANKRD33B	2	-2	0
ANKRD34B	0	-1	-1
ANKRD34C	1	-1	0
ANKRD40	1	-3	-2
ANKRD44	2	-2	0
ANKRD45	0	-1	-1
ANKRD46	0	-1	-1
ANKRD49	2	-2	0
ANKRD50	2	-1	1
ANKRD52	4	-10	-6
ANKRD53	0	-1	-1
ANKRD54	0	-1	-1
ANKRD55	0	-1	-1
ANKRD6	0	-1	-1
ANKRD65	1	0	1
ANKRD66	0	-1	-1
ANKRD9	1	-2	-1
ANKS1A	1	0	1
ANKS1B	0	-2	-2
ANKS6	1	-1	0
ANLN	1	-1	0
ANO1	1	0	1
ANO10	1	-2	-1
ANO3	1	-3	-2
ANO5	0	-1	-1
ANO6	1	-2	-1
ANO8	0	-1	-1
ANP32E	1	0	1
ANTXR1	1	0	1
ANTXR2	1	-3	-2
ANXA11	1	0	1
ANXA13	0	-1	-1
ANXA8	1	0	1
ANXA8L1	1	0	1
ANXA8L2	1	0	1
AOC2	1	0	1
AP000322.53	1	0	1
AP000322.54	0	-1	-1
AP001816.1	0	-1	-1
AP005482.1	1	0	1
AP1AR	0	-1	-1
AP1G1	1	-4	-3
AP1S1	1	-2	-1
AP1S2	1	0	1
AP1S3	1	0	1
AP2A1	0	-2	-2
AP2B1	2	-1	1
AP2M1	2	0	2
AP3D1	0	-1	-1
AP3M1	1	-5	-4
AP3M2	0	-1	-1
AP3S1	0	-1	-1
AP3S2	1	-1	0
AP4E1	1	-2	-1
AP5M1	1	-2	-1
AP5S1	1	0	1
AP5Z1	0	-1	-1
APAF1	0	-2	-2
APBA1	0	-2	-2
APBA2	1	-1	0
APBB1IP	1	0	1
APBB2	1	-5	-4
APBB3	1	-1	0
APC	1	-2	-1
APCDD1	0	-4	-4
APCDD1L	0	-1	-1
APEX1	0	-4	-4
APEX2	1	0	1
APH1A	2	0	2
APH1B	0	-1	-1
APLN	2	-1	1
APLNR	1	-3	-2
APLP1	0	-1	-1
APLP2	0	-1	-1
APMAP	0	-1	-1
APOBEC2	1	-1	0
APOBEC4	0	-1	-1
APOBR	1	0	1
APOE	0	-1	-1
APOL1	1	0	1
APOLD1	1	-1	0
APOM	0	-1	-1
APOPT1	0	-1	-1
APP	0	-4	-4
APPBP2	1	-6	-5
APPL1	1	-4	-3
APPL2	1	-2	-1
APTX	0	-1	-1
AQP1	1	0	1
AQP11	0	-2	-2
AQP2	0	-2	-2
AQP4	0	-2	-2
AQP7	1	0	1
AQP9	1	0	1
AQR	2	-1	1
AR	1	-3	-2
ARAF	0	-1	-1
ARAP1	1	-2	-1
ARAP2	1	0	1
ARAP3	1	0	1
ARC	0	-3	-3
ARCN1	0	-2	-2
AREL1	0	-2	-2
ARF3	1	-1	0
ARF4	1	-2	-1
ARF5	1	-1	0
ARF6	2	-5	-3
ARFGAP2	1	-2	-1
ARFGAP3	1	0	1
ARFGEF1	1	-3	-2
ARFGEF2	0	-8	-8
ARFIP1	0	-2	-2
ARFIP2	2	0	2
ARGLU1	0	-1	-1
ARHGAP1	1	-3	-2
ARHGAP11A	1	0	1
ARHGAP12	1	-3	-2
ARHGAP17	1	-2	-1
ARHGAP18	1	0	1
ARHGAP19	0	-1	-1
ARHGAP19-SLIT1	1	-4	-3
ARHGAP20	1	-2	-1
ARHGAP21	0	-2	-2
ARHGAP22	1	0	1
ARHGAP23	1	0	1
ARHGAP24	2	-1	1
ARHGAP26	2	-4	-2
ARHGAP28	0	-2	-2
ARHGAP31	2	-3	-1
ARHGAP32	1	-4	-3
ARHGAP35	2	-3	-1
ARHGAP36	0	-1	-1
ARHGAP39	2	-2	0
ARHGAP42	1	-4	-3
ARHGAP44	1	-2	-1
ARHGAP5	1	-7	-6
ARHGAP6	1	0	1
ARHGDIA	2	-1	1
ARHGDIB	0	-1	-1
ARHGEF10	0	-2	-2
ARHGEF11	0	-5	-5
ARHGEF12	3	-5	-2
ARHGEF15	1	-1	0
ARHGEF17	1	0	1
ARHGEF18	0	-2	-2
ARHGEF2	1	0	1
ARHGEF26	1	-1	0
ARHGEF28	0	-1	-1
ARHGEF3	2	-3	-1
ARHGEF33	1	0	1
ARHGEF37	1	-3	-2
ARHGEF38	0	-2	-2
ARHGEF39	0	-1	-1
ARHGEF4	0	-1	-1
ARHGEF40	2	-1	1
ARHGEF5	1	0	1
ARHGEF6	2	-2	0
ARHGEF7	0	-1	-1
ARHGEF9	1	-3	-2
ARID1A	1	-3	-2
ARID1B	2	-6	-4
ARID2	1	-8	-7
ARID3A	1	-2	-1
ARID3B	0	-2	-2
ARID4A	0	-5	-5
ARID4B	0	-11	-11
ARID5B	2	-2	0
ARIH1	0	-5	-5
ARIH2	0	-2	-2
ARL1	1	-2	-1
ARL10	1	-1	0
ARL11	1	0	1
ARL14EP	0	-1	-1
ARL15	1	-1	0
ARL2	0	-1	-1
ARL3	1	-1	0
ARL4A	0	-2	-2
ARL4C	1	-2	-1
ARL5A	1	-2	-1
ARL5B	2	-7	-5
ARL6IP1	0	-1	-1
ARL6IP5	1	-1	0
ARL6IP6	0	-1	-1
ARL8A	1	-2	-1
ARL8B	2	-2	0
ARMC1	1	-3	-2
ARMC10	0	-1	-1
ARMC12	0	-1	-1
ARMC2	1	0	1
ARMC5	1	-3	-2
ARMC7	0	-1	-1
ARMC8	2	-8	-6
ARMCX2	0	-1	-1
ARMCX3	1	-1	0
ARMCX4	1	0	1
ARNT	0	-4	-4
ARNT2	0	-2	-2
ARNTL2	0	-1	-1
ARPC4	1	0	1
ARPC4-TTLL3	1	0	1
ARPC5	1	0	1
ARPC5L	0	-1	-1
ARPP19	2	-4	-2
ARPP21	0	-2	-2
ARRB1	1	-3	-2
ARRDC2	1	0	1
ARRDC3	3	-4	-1
ARRDC4	0	-3	-3
ARSB	0	-1	-1
ARSG	0	-2	-2
ARSI	0	-1	-1
ARSJ	2	0	2
ARSK	0	-1	-1
ART4	1	-1	0
ARVCF	0	-1	-1
ARX	1	-5	-4
AS3MT	0	-1	-1
ASAH2	1	0	1
ASAH2B	1	0	1
ASAP1	1	-3	-2
ASAP2	1	0	1
ASAP3	1	-2	-1
ASB1	1	-1	0
ASB15	0	-2	-2
ASB16	0	-1	-1
ASB4	2	-1	1
ASB6	1	-1	0
ASB7	0	-4	-4
ASB9	2	0	2
ASCC1	0	-1	-1
ASCC3	0	-1	-1
ASCL1	1	0	1
ASCL4	1	0	1
ASCL5	1	-1	0
ASF1A	0	-1	-1
ASF1B	0	-1	-1
ASGR1	1	0	1
ASH1L	1	-3	-2
ASH2L	0	-1	-1
ASIC1	1	-4	-3
ASIC2	1	0	1
ASIC4	1	0	1
ASPH	0	-2	-2
ASPRV1	0	-1	-1
ASPSCR1	0	-1	-1
ASTN1	1	-1	0
ASTN2	1	0	1
ASXL1	1	0	1
ASXL2	1	-5	-4
ASXL3	1	-8	-7
ATAD1	0	-3	-3
ATAD2	1	-2	-1
ATAD2B	1	-3	-2
ATAD5	1	-1	0
ATAT1	0	-1	-1
ATF2	0	-1	-1
ATF3	1	-1	0
ATF6	2	-2	0
ATF7IP	1	-4	-3
ATF7IP2	1	-3	-2
ATG12	2	0	2
ATG13	1	0	1
ATG14	0	-4	-4
ATG16L1	1	-6	-5
ATG2A	1	-2	-1
ATG2B	1	-2	-1
ATG3	1	0	1
ATG4B	1	-2	-1
ATG4C	0	-1	-1
ATG4D	0	-1	-1
ATG5	1	-1	0
ATG7	1	-1	0
ATG9A	0	-1	-1
ATG9B	1	0	1
ATL2	1	-2	-1
ATL3	1	-3	-2
ATM	1	0	1
ATMIN	0	-1	-1
ATN1	0	-3	-3
ATOH8	0	-1	-1
ATOX1	1	0	1
ATP10A	0	-1	-1
ATP10B	1	-2	-1
ATP10D	0	-1	-1
ATP11A	1	-5	-4
ATP11B	0	-3	-3
ATP11C	2	-2	0
ATP13A3	1	-4	-3
ATP13A5	0	-1	-1
ATP1A2	0	-1	-1
ATP1B1	1	-4	-3
ATP1B2	0	-2	-2
ATP1B3	0	-2	-2
ATP1B4	2	-2	0
ATP2A1	1	-1	0
ATP2A2	1	-3	-2
ATP2A3	1	-1	0
ATP2B1	1	-1	0
ATP2B2	1	-8	-7
ATP2B3	1	-1	0
ATP2B4	1	-4	-3
ATP4B	0	-1	-1
ATP5A1	0	-1	-1
ATP5C1	1	0	1
ATP5E	0	-1	-1
ATP5G1	1	-1	0
ATP5G3	2	0	2
ATP5S	1	-1	0
ATP6AP1	1	0	1
ATP6AP2	1	-1	0
ATP6V0A4	0	-1	-1
ATP6V0B	1	-1	0
ATP6V0C	1	0	1
ATP6V0D1	1	0	1
ATP6V0E2	1	0	1
ATP6V1A	1	-1	0
ATP6V1C1	1	0	1
ATP6V1C2	0	-1	-1
ATP6V1D	1	0	1
ATP6V1E1	1	-1	0
ATP6V1G2	1	-1	0
ATP6V1G3	1	-1	0
ATP7A	2	0	2
ATP7B	0	-1	-1
ATP8A1	0	-3	-3
ATP8A2	2	-2	0
ATP8B2	1	-2	-1
ATP8B4	0	-1	-1
ATP9A	1	-1	0
ATPAF1	1	-2	-1
ATRN	1	-4	-3
ATRNL1	0	-2	-2
ATRX	2	0	2
ATXN1	0	-11	-11
ATXN10	0	-1	-1
ATXN1L	1	-6	-5
ATXN2	0	-4	-4
ATXN3	0	-1	-1
ATXN7	0	-5	-5
ATXN7L1	0	-2	-2
ATXN7L2	1	-1	0
ATXN7L3	0	-3	-3
ATXN7L3B	1	-3	-2
AURKB	0	-2	-2
AUTS2	1	-1	0
AVL9	0	-5	-5
AVPI1	1	0	1
AVPR1A	1	-1	0
AVPR2	1	-2	-1
AWAT1	0	-1	-1
AXIN1	0	-1	-1
AXIN2	0	-4	-4
AXL	1	0	1
AZI2	1	-1	0
AZIN1	2	-7	-5
B3GALNT1	0	-2	-2
B3GALNT2	2	-3	-1
B3GALT1	0	-5	-5
B3GALT2	1	-1	0
B3GALT5	1	-3	-2
B3GALTL	1	0	1
B3GAT1	0	-2	-2
B3GAT2	1	-3	-2
B3GAT3	0	-1	-1
B3GNT1	0	-1	-1
B3GNT2	1	-1	0
B3GNT4	0	-1	-1
B3GNT5	0	-1	-1
B3GNT7	0	-2	-2
B3GNT9	1	-1	0
B4GALNT3	1	-2	-1
B4GALT1	1	-2	-1
B4GALT2	1	0	1
B4GALT4	1	0	1
B4GALT5	1	-4	-3
B4GALT6	0	-1	-1
B4GALT7	1	0	1
BAALC	0	-1	-1
BACE1	0	-2	-2
BACE2	0	-3	-3
BACH1	0	-3	-3
BACH2	1	-7	-6
BAD	0	-1	-1
BAG2	2	-2	0
BAG4	1	-1	0
BAG5	1	-4	-3
BAHD1	1	-7	-6
BAI3	1	-4	-3
BAIAP2L1	0	-1	-1
BAK1	0	-1	-1
BAMBI	1	-4	-3
BANK1	0	-1	-1
BAP1	2	0	2
BARD1	1	0	1
BARHL2	1	-2	-1
BAZ1B	0	-1	-1
BAZ2A	4	-8	-4
BAZ2B	2	-8	-6
BBC3	1	-2	-1
BBIP1	1	0	1
BBS1	0	-1	-1
BBS12	1	0	1
BBS9	1	-2	-1
BBX	2	-9	-7
BCAP29	1	-2	-1
BCAR1	1	-2	-1
BCAS1	1	-1	0
BCAS2	0	-1	-1
BCAS3	1	-2	-1
BCAT1	1	0	1
BCAT2	0	-1	-1
BCDIN3D	1	-1	0
BCKDK	0	-1	-1
BCL11A	1	0	1
BCL11B	1	-4	-3
BCL2	1	-1	0
BCL2L1	1	-2	-1
BCL2L11	1	-7	-6
BCL2L12	0	-1	-1
BCL2L13	1	-1	0
BCL2L15	2	-1	1
BCL2L2	2	-4	-2
BCL2L2-PABPN1	1	0	1
BCL3	0	-1	-1
BCL6	2	-1	1
BCL6B	1	0	1
BCL7A	1	-4	-3
BCL9	0	-1	-1
BCL9L	1	-7	-6
BCLAF1	0	-1	-1
BCMO1	1	0	1
BCOR	1	-1	0
BCORL1	1	-4	-3
BCR	1	-2	-1
BDH1	2	0	2
BDKRB2	1	-2	-1
BDNF	0	-7	-7
BDP1	2	-4	-2
BEAN1	0	-2	-2
BECN1	1	0	1
BEGAIN	0	-1	-1
BEND3	1	-4	-3
BEND4	1	-8	-7
BEND5	1	0	1
BEND6	1	-1	0
BEND7	0	-1	-1
BEST1	0	-1	-1
BET1L	1	-2	-1
BFAR	0	-1	-1
BGN	0	-1	-1
BHLHA15	0	-1	-1
BHLHE22	0	-1	-1
BHLHE40	2	-5	-3
BHLHE41	4	-6	-2
BHMT	1	0	1
BHMT2	0	-1	-1
BICC1	1	-3	-2
BICD1	1	-6	-5
BICD2	2	-4	-2
BID	0	-2	-2
BIN3	0	-1	-1
BIRC2	1	-1	0
BIRC3	0	-1	-1
BIRC6	0	-2	-2
BIVM	1	0	1
BLCAP	2	-2	0
BLMH	0	-2	-2
BLOC1S1	0	-1	-1
BLOC1S2	1	-1	0
BLOC1S5	0	-1	-1
BLOC1S6	0	-2	-2
BLZF1	0	-1	-1
BMF	1	-3	-2
BMI1	0	-3	-3
BMP1	0	-1	-1
BMP10	2	0	2
BMP2	2	-5	-3
BMP2K	1	-4	-3
BMP3	0	-7	-7
BMP5	0	-2	-2
BMP6	1	-1	0
BMP7	1	-2	-1
BMPER	0	-4	-4
BMPR1A	1	-3	-2
BMPR1B	0	-1	-1
BMPR2	1	-6	-5
BNC1	0	-1	-1
BNC2	2	-8	-6
BNIP2	1	-6	-5
BNIP3L	1	-3	-2
BOD1L1	1	-1	0
BOD1L2	0	-1	-1
BOLL	0	-2	-2
BPGM	1	0	1
BPHL	2	0	2
BPIFA1	0	-1	-1
BPIFC	1	0	1
BPNT1	0	-1	-1
BPTF	2	-3	-1
BRAP	0	-1	-1
BRAT1	1	0	1
BRCA1	0	-2	-2
BRD1	1	-1	0
BRD3	2	0	2
BRD4	0	-5	-5
BRD7	0	-1	-1
BRE	0	-2	-2
BRI3	0	-3	-3
BRINP1	1	-1	0
BRINP2	0	-1	-1
BRINP3	0	-1	-1
BRIX1	0	-2	-2
BRMS1L	0	-1	-1
BROX	1	0	1
BRPF1	1	0	1
BRPF3	1	-3	-2
BRSK1	0	-1	-1
BRSK2	0	-2	-2
BRWD1	1	-5	-4
BRWD3	2	-11	-9
BSDC1	1	-4	-3
BSN	0	-5	-5
BSND	1	-3	-2
BST1	0	-1	-1
BTAF1	0	-3	-3
BTBD1	3	-3	0
BTBD10	2	-2	0
BTBD11	0	-1	-1
BTBD19	0	-2	-2
BTBD2	1	0	1
BTBD3	3	-5	-2
BTBD7	1	-6	-5
BTBD9	1	-3	-2
BTC	0	-1	-1
BTD	1	0	1
BTF3	0	-1	-1
BTF3L4	1	-3	-2
BTG1	1	-6	-5
BTG2	1	-9	-8
BTG3	2	-3	-1
BTG4	1	0	1
BTLA	1	-4	-3
BTN1A1	0	-1	-1
BTN3A2	0	-1	-1
BTNL9	1	0	1
BTRC	0	-2	-2
BUB1	0	-1	-1
BUB3	1	-1	0
BVES	1	-1	0
BYSL	0	-3	-3
BZRAP1	0	-1	-1
BZW1	2	-5	-3
BZW2	0	-1	-1
C10orf10	1	0	1
C10orf105	0	-1	-1
C10orf107	0	-2	-2
C10orf11	1	0	1
C10orf113	1	0	1
C10orf115	1	0	1
C10orf118	0	-1	-1
C10orf12	0	-2	-2
C10orf126	1	0	1
C10orf128	1	-1	0
C10orf137	0	-1	-1
C10orf25	1	0	1
C10orf32	1	0	1
C10orf35	0	-1	-1
C10orf54	0	-1	-1
C10orf55	0	-1	-1
C10orf71	1	-1	0
C10orf76	2	-2	0
C11orf16	1	0	1
C11orf30	1	-4	-3
C11orf44	0	-1	-1
C11orf45	1	0	1
C11orf52	1	0	1
C11orf57	0	-5	-5
C11orf68	1	-1	0
C11orf70	0	-1	-1
C11orf74	1	-1	0
C11orf82	0	-3	-3
C11orf84	1	-2	-1
C11orf86	0	-1	-1
C11orf87	2	-7	-5
C11orf96	0	-1	-1
C12orf23	1	-1	0
C12orf29	0	-1	-1
C12orf36	1	0	1
C12orf39	0	-1	-1
C12orf40	0	-1	-1
C12orf43	1	-1	0
C12orf66	1	-1	0
C12orf68	1	-1	0
C12orf74	1	0	1
C13orf45	1	0	1
C14orf1	1	0	1
C14orf119	0	-1	-1
C14orf132	1	-1	0
C14orf144	0	-1	-1
C14orf177	0	-1	-1
C14orf180	0	-1	-1
C14orf2	0	-1	-1
C14orf28	1	-3	-2
C14orf79	1	0	1
C15orf27	0	-1	-1
C15orf38	0	-1	-1
C15orf38-AP3S2	1	-1	0
C15orf39	0	-1	-1
C15orf40	0	-1	-1
C15orf41	0	-2	-2
C15orf52	1	0	1
C15orf53	1	0	1
C15orf54	0	-1	-1
C15orf61	1	-3	-2
C16orf47	0	-1	-1
